,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
47401,0.6095086219508182,-0.17344470046082794,-0.6898413833460725,-0.7671183621761649,-0.7068738665284439,0.3650161744341777,-0.20104364511840964,0.17027155077826375,0.3373939266103172,0.4399022471428317,-0.35052176895971493,0.8064223444290596,0.2619138958883504,0.5813212179569639,1.2313940092165907,-0.2402180805581421,-0.3999691046236813,-0.018935438469049104,0.8905331068281966,-1.358380522954455,-0.027807046251946965,-0.5501892787148243,0.42895295604337297,0.3025923393087291,-0.26415817272404,0.21721791534559554,-0.08094662373662824,-0.047811526538684555,0.26988048575010193,0.022888038233460823,-0.4951991883145552,-0.24114165966720488,0.5610927233333087,-0.48553362075271345,-0.02885602924892731,-0.32074547431134276,-0.6784291660676143,-0.2181456279211731,-0.2802773615935077,1.0163884222580395,1.8419593387966973,0.8899112077163092,0.2953436547032599,0.20828486363028564,0.8715829947106762,1.1796244693650533,-0.23414885902451524,0.46277291914170116,0.24399530909879605,0.6216303577419098,0.288362794135081,-0.36405000580135694,0.6536416754317593,0.465408519544265,1.3075130845812548,0.6893511718740141,0.5938077770967486,0.6358776695698665,0.7512428460446102,0.49976271821297963,1.1296059081771377,0.9312117709523554,0.4202398797858035,0.9088954627086284,0.7400520167280856,1.4017551657296217,0.41281836205004785,0.517732508279544,0.9074496101740649,1.1185991237429327,1.2069291023788078
47402,0.6068630025425059,0.18948461032540553,-0.5075017236965236,-1.046341042516376,-0.6629494654554441,0.5252520194395891,-0.14464978944859352,0.058594953387361724,0.18243711928597872,0.33813220377138675,-0.28417673296608176,0.970331384518953,0.1459586246623236,0.516137196090895,-0.6486953338806792,-0.31667450385790313,-0.4384205356039332,-0.054980315429843774,0.668715987340431,-1.0751992094390599,0.07877800510267186,-0.2982970076981481,1.0310556019033494,0.4962332022352867,-0.3139959324293313,-0.048402614456981574,0.12839371568056174,-0.4930256303299963,0.16093686326959503,0.2360053476525942,-0.3457207324717067,-0.6253944219326594,0.41591318175397785,-0.7129123430796126,-0.2663776352031357,-0.2493633159418769,-0.8842634695517063,-0.0380077091830431,-0.45950425737592077,1.1445767762240233,1.9038580102229992,1.0684035811395372,0.35593326579797707,0.07652506091424356,0.9898622344933524,1.0890468223069727,-0.3844362806116142,0.6389316149337011,0.38294787197415064,0.9752238576372335,0.24820245378462868,-0.20658617820506175,0.6625516866182886,0.4122794264350154,1.6388443707293814,0.8011403962957075,0.7563324085844951,0.7964898586612986,0.75801057391811,0.6957243696700037,1.4562549636280162,0.9867618760704128,0.31318793147589025,0.7762882457580731,0.7620959774529013,1.5422716576619517,0.42861896595864896,0.7888266482158315,1.0175638473965785,1.3397060644984717,1.370200970655225
47404,0.41425958148677955,-0.05755621472417923,-0.7194947222369358,-0.6926515808276094,-0.4722451548163458,0.46372322716010245,-0.07104953622778935,0.05612594093378239,0.2445770418042391,0.718392966023389,-0.1446041030304098,0.7418677484094617,0.10935686771309577,0.38960648368852,-0.4912330734914165,-0.3476791025890013,-0.02929136577384628,-0.014468657120492445,0.6248937958696025,-0.9634772336693916,-0.11741604575336484,-0.3172829172331398,0.6454002227636816,0.43205144016573244,-0.09477395665966326,0.0015797299762812338,-0.25600226147806754,-0.3811993278834201,0.11016267928503914,0.2184275282353695,-0.2997116299121309,-0.30800872368475307,0.38320351389845175,-0.16862956341849558,-0.21884647109369118,-0.3535162761681104,-0.5049493278834218,0.00027660657638552594,0.23016693886799489,1.2948298579844753,1.801739100175974,1.1347440924954835,0.3977237921617786,0.44777788665830953,1.0233362892926299,0.996256991443032,0.08896096927214732,0.6187232271601013,0.5114568421114574,0.9405184758491206,0.5672286653012464,-0.08451217990595113,0.7733443229102299,0.4832811065566902,1.3292659377556484,0.5669871270841791,0.871682136530302,0.879043887682375,1.0274923621778473,0.9205556644360883,1.4447831349942026,0.9097741744207267,0.9030083676159874,0.9258187212717249,0.7790445277233381,1.4713853708706328,0.9145814117390866,0.6089102613525118,1.0351876408825802,1.3559588902425397,1.4841241576472386
47405,0.6118221458587159,0.22208584273531473,-0.5331272467644822,-1.0825781357593087,-0.7343196872186012,0.6085284950650645,-0.07282196929569068,0.01158661078447006,0.21467864867489458,0.33671973930469495,-0.3527923067076304,0.9503647725868255,0.21166405574094785,0.5812358683369533,-0.7196106851528149,-0.3160708392923344,-0.31407839177569435,-0.16112908301993467,0.4923631128943982,-1.0176318992001694,0.05629923239225273,-0.21750069080283227,1.153515937019969,0.4454134156999845,-0.22136973842187835,0.06564959081519155,0.12419539567773825,-0.5843209673005273,0.12152836705687257,0.11970041006762361,-0.4413131941133888,-0.7288287758002703,0.2798674607588677,-0.7219809775411833,-0.4260116244681033,-0.3655108034500412,-1.042087224340979,-0.05251989203170987,-0.5477814922223997,1.0525754740717195,1.7835438560481662,1.1110892989565129,0.3234504321380024,0.02379539214647708,1.0624948289104297,1.038235996345146,-0.28637900798064914,0.7465002052545163,0.37426582225400434,1.0054953409432006,-0.43139784946236626,-0.27934272869325655,0.5736904254286076,0.25232457801437325,1.6782668948743755,0.681424040379964,0.7615219666472447,0.6837456455144167,0.6465943574871557,0.7224993091971679,1.5074455457563074,0.9426279574306543,0.22082061417447987,0.8221856891254845,0.7733006404823702,1.4597423683085058,0.4371897721454179,0.9068368668008541,1.011993036795734,1.539984417577438,1.4096981809594438
47406,0.42671639637810227,-0.07338537013495294,-0.7075233011694362,-0.6712111509849296,-0.4218947147330075,0.39235323713591236,-0.20724583237695163,0.010852341078564809,0.28147638101712,0.6167298372383178,-0.22963861448052292,0.7011121977093895,0.11770973995209195,0.29519309888706374,-0.614541593098741,-0.38225249763111413,-0.009547684523073937,-0.116106184267058,0.5621448486266336,-0.8770508847278867,-0.040177484830295575,-0.21711488882414995,0.7465071029833249,0.3925798116366804,-0.08239330664288931,0.07772958122193312,-0.3109100889583374,-0.26644220577243427,0.18526895477632288,0.41890725659315703,-0.19515709180100324,-0.5015734141697717,0.24528462474471838,-0.20229026004790848,-0.31313571001877505,-0.29003475569563,-0.6692993486295773,-0.09762116122558283,0.19041947475442889,1.225365269906009,1.6299377225429776,0.9805630425634583,0.3285553664859828,0.4254126329372436,0.9855489616622806,0.8479695965829156,-0.013408544031875377,0.5002180604846068,0.4547655515240318,0.8455419212116922,0.4349504350807183,-0.16985042389839544,0.6046074614062645,0.2427443021640734,1.13290742432803,0.34977963242521093,0.7233184189075453,0.868249934524545,0.9237429205584086,0.8436397194707802,1.2077385417954092,0.6183266952993031,0.7300666135506227,0.7237286851645856,0.5842267473853945,1.2549099800778045,0.7978891941957841,0.4273960536692733,0.8273692381599776,1.2100669887470494,1.4001367532119753
47407,0.4002745150402273,-0.12518887461671,-0.8246193264414895,-0.9941315269464602,-0.41692466570734066,0.35179333224452813,-0.2120059288392162,-0.07345756381282013,0.3046779968630626,0.5947183194437088,-0.09047737859820722,0.7054620470422744,0.13317198047801562,0.5489515503704875,-0.5042476171348539,-0.1444419468133312,0.0488286625056645,0.06630114074427125,0.5772234618417887,-0.8148490128655596,0.17684645564442603,-0.023184906362742525,0.6782709219826856,0.42266250787176823,-0.2825109432291021,-0.05197010861568696,-0.1585026535951168,-0.5333737184467162,-0.04306713882562002,0.28377041877806536,-0.2531278544355571,-0.40669809120657135,0.6776925897970117,-0.13447842914820132,-0.07315380920011143,0.16506394156352408,-0.5305332166546007,0.13616929230597338,0.19277345566208112,1.3727898760233312,1.966900219085286,1.1992818115072013,0.5075509862516262,0.5560502446869238,1.2102252318861044,1.0783844740776056,0.1927997194119273,0.9184049553884096,0.6010521648098127,1.0705452523674144,0.5099119428700923,-0.02633134773498959,0.8050370598430941,0.5005337316300883,1.3027054788977763,0.3954294049531812,0.8603154776618337,0.9926388263561519,0.9762714781562125,0.8777994766377685,1.5369277408466793,0.8770525488343908,0.9207669051738865,0.9104249246664441,0.8717286881073045,1.5995592802996856,0.9573149214883095,0.816296660457534,1.1738094612767866,1.3620615094078667,1.589278214035583
47409,0.7121346579974217,0.10468266106961832,-0.5777028157388284,-1.1601944510655584,-0.6414105288945392,0.4559173000865156,0.03205154095379318,-0.022917825361512285,0.29013452998922906,0.48258204663029475,-0.30480576963822276,0.9096506590214863,0.3257092867736637,0.5563384470399199,-0.8091312547451309,-0.22620571578649953,-0.3003979840916722,0.01797503178134437,0.5217923022935534,-0.8311481120998657,0.23408358272860408,-0.16350346284231207,0.9812466342673511,0.19900165748538837,-0.5420844920281788,-0.13132988373324891,0.046450564560268914,-0.4892254290481493,0.1902452570757638,0.14006156531949096,-0.3250202054310786,-0.5379530276144563,0.4647332243056657,-0.48560023703586125,-0.04490124609354292,-0.0806347992478423,-0.7377053317619223,0.14155222072143636,-0.19365047363031238,1.1943005566149343,1.9216879094055113,1.250971063527375,0.36619317981178295,-0.017667569345127882,1.0977778991648566,1.015521114730653,-0.16285545447322447,0.6839530143722309,0.48891397187351043,1.186696869978988,0.398917812119286,-0.1601426077475857,0.7142416728463722,0.3493620005473445,1.7594520476896731,0.9374988413051532,1.0696090563589167,0.9149028351607607,0.8995172435863489,1.1012309201581996,1.713589471105461,1.1523740333174415,0.783452171283789,1.0194036743255792,1.0027510174444265,1.61440232312799,0.7998512566873242,0.8748278081368089,1.1582668904602984,1.4368242381305503,1.5116096919858044
47411,0.4891133961309153,0.1379894842005528,-0.8166956156458368,-0.6138442331573585,-0.5474265424251507,0.24023026761069122,-0.18514327353732254,0.00535571563936436,0.3095934268528808,0.576681880513917,-0.02063517812266441,0.75137018056512,0.3693303700172444,0.7652622696588209,-0.2468399117773421,-0.33940938932735354,-0.1660446939868517,-0.053180510679120885,0.5964140123358713,-1.0495745198957094,-0.14875974775029216,-0.3461650216878245,0.6918166201717381,0.4459042307443319,-0.15433898482146433,0.07401290969978441,-0.41727156423068396,-0.3749649448829085,0.03005553642789475,-0.0028361686412296714,-0.40717423386361146,-0.46059858543590365,0.33237312475354797,-0.275849481493253,-0.5355913022111572,-0.27280224647021173,-0.5644433114983726,-0.23985549787830066,-0.18328256410709168,1.048445193365939,1.5819654186603584,0.8571798323828368,0.1854311301210635,0.14962990918775135,0.8551259409337834,0.7101950653577452,-0.3398556082301907,0.4269226904085086,0.2784695149225181,0.6157365400121243,0.2946923462871737,-0.33626358799606965,0.3473910459005007,0.13262978117955934,0.9801536613285787,0.1587165707340912,0.3593020316518645,0.6056571749327596,0.6335367412939718,0.4906526946460199,0.8149562859379326,0.3180093254703919,0.4718317604510595,0.5264898682251299,0.503702489832913,1.2277219470781764,0.5293540073921057,0.3528397146152984,0.6745518241903122,1.0210546403705465,1.254913579756461
47412,0.36483623264532766,-0.18213509351954796,-0.9269441185385284,-0.8733287699148353,-0.5065020930075138,0.23595118400221385,-0.3538372714244491,-0.14043706484571206,0.21743095870779636,0.5050551266545437,-0.14037879904773506,0.6444541281906422,0.29413858799607095,0.5414888184108174,-0.2832013796928961,-0.1568656362742836,-0.09438931778989994,-0.0033306900377240343,0.570113105537606,-0.796544335711047,0.15887937140620798,-0.4134362967965561,0.44399859558827953,0.35840062076616813,-0.06951732598242484,0.3229417113959683,-0.1446931606841211,-0.15459285081601407,0.18611439444768293,0.39633136833400967,-0.09492335472688479,-0.17960373151237752,0.8380741998752302,0.28030218246611627,0.1050482186262248,0.3142787569668848,-0.3148411867095116,0.22838013945536337,0.17562880199045647,1.4209729453949436,2.103785285384705,1.449937359117422,0.7813610971332067,0.7165637032034433,1.5006689259376988,1.1946391000288408,0.3103272323451708,1.0517262736079482,0.7931062019233609,1.3435267088358032,0.9903541140655999,0.3393325204077444,1.0488307282930498,0.7721819827733358,1.6876668689784664,0.866218721124591,1.0781817267569507,1.3542333140585388,1.5416172459405235,1.3909505439612504,1.7644259663882877,1.299424686306361,1.301476348647235,1.2329967549187542,1.311134235717524,2.005523636639183,1.2504307424180914,1.1109038209709807,1.4685119878936639,1.8379993150826035,1.9992782272778111
47413,0.43144895268699573,-0.1298669715321548,-0.8865311221757289,-0.9611489735802866,-0.6367013289310278,0.2155637760356894,-0.3978016696976662,-0.05108048919728483,0.31012918822206886,0.44657888100240717,-0.18529332709477317,0.6264425522773688,0.28929457480681126,0.6226773237165348,-0.4850603521843779,-0.36768315176768923,0.0005656961585773779,0.09619445915803017,0.6688900247776784,-0.7371896801855083,0.07800937255386615,-0.17509354603292357,0.9162797170283271,0.5870518712737846,-0.046584201434869854,0.2160924498708153,-0.23956288586377625,-0.40426789319114126,-0.0715067564783907,0.2701535097786483,-0.2627627375508362,-0.45716599866989105,0.4464156705569393,-0.24505642365709202,-0.32485858478850727,-0.015039782592063603,-0.5749904994379417,0.1048917330249383,0.0281694710760332,1.282273965487814,1.9124646976946769,1.1254652097274458,0.40345250160378,0.3830680895684606,1.1231149793127002,0.8282321068088595,-0.048451774752665155,0.6432557883244764,0.40239813343456304,1.0202879183807994,0.569782683287132,-0.13767611131710114,0.6447573244227852,0.28303561423333373,1.2806923359876636,0.3675511032246295,0.7369448740811383,1.0544328236547384,1.129263896981362,1.0707858702497197,1.5255970581657465,0.8785674882732728,0.8831741058554187,0.7533793162302627,0.8525607038390679,1.5947483638493096,0.9027282400786293,0.7224934995379927,1.1759420402445988,1.3408537145917574,1.5523466432426387
